MOH_PRO_ID,NAME,_ADDRESS,COMMUNITY,POSTALCODE,OGF_ID,LON,LAT,LTC_Telephone,LTC_Fax,LTC_Website,_LHIN,_HCRC,_ADMINISTRATOR,_LICENSEE,_MANAGEMENT_FIRM,SERV_TYPE,SERV_DET,_LICENSED_BEDS,_SHORT_TERM_STAY_BEDS_APPROVAL,_RESIDENTS_COUNCIL,_FAMILY_COUNCIL,_ACCREDITATION,_FLSA,ADDITIONAL_INFORMATION
2960,Heidehof Long Term Care Home,600 Lake Street,St. Catharines,L2N 4J4,127909062,-79.2518987,43.19664921,(905) 935-3344,(905) 935-0081,http://www.heidehof.com,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Mrs Elena Caddis,Not provided,Not provided,Long-Term Care Home,Non-Profit,106,No,Yes,No,No,No,Not provided
2728,Helen Henderson Nursing Home,343 Amherst Drive,Amherstview,K7N 1X3,127909063,-76.65991335,44.22632781,(613) 384-4585,(613) 384-9407,Not provided,South East,South East,Ms Lisa Gibson,Gibson Holdings (Ontario) Ltd.,Not provided,Long-Term Care Home,For-Profit,104,No,Yes,Yes,Yes,No,Not provided
2798,Hellenic Care for Seniors (Toronto),215 Tyrrel Avenue,Toronto,M6G 4A9,127909064,-79.4303386,43.67678539,(416) 654-7700,(416) 654-1080,http://www.hellenichome.org,Toronto Central,Toronto Central,Mr Nicholas Georgantonis,Hellenic Care For Seniors (Toronto) Inc.,Not provided,Long-Term Care Home,Non-Profit,81,No,Yes,No,Yes,No,Not provided
2941,Hellenic Home - Scarborough,2411 Lawrence Avenue East,Toronto,M1P 4X1,127909065,-79.27408146,43.74875611,(416) 654-7718,(416) 850-6764,http://www.hellenichome.org/,Central East,Central East,Ms Poli Pergantis,Hellenic Home For The Aged Inc.,Not provided,Long-Term Care Home,Non-Profit,128,Yes,Yes,Yes,Yes,No,Not provided
3045,Henley Place,1961 Cedarhollow Blvd,London,N5X 0K2,127909066,-81.21472821,43.04539189,(416) 243-9019,(416) 243-7192,http://www.primacareliving.com,South West,South West,Ms Kelly Kummerfield,Henley Place Limited,Primacare Living Solutions Inc.,Long-Term Care Home,For-Profit,192,No,Yes,Yes,Yes,No,Not provided
3030,Highland Wood,7199 Gelert Road P.O. Box 115,Haliburton,K0M 1S0,127909069,-78.52941623,45.03823256,(705) 457-1392,(705) 457-2398,http://www.hhhs.ca,Central East,Central East,Ms Michelle Douglas,Haliburton Highlands Health Services Corporation,Not provided,Long-Term Care Home,CHFA,30,No,Yes,Yes,Yes,No,Not provided
2828,Hillcrest Village Care Centre,255 Russell Street,Midland,L4R 5L6,127909070,-79.87963634,44.75356425,(705) 526-3781,(705) 526-5656,http://www.hvcc.ca,North Simcoe Muskoka,North Simcoe Muskoka,Mr Johnathon Ens,Hillcrest Village Inc.,Not provided,Long-Term Care Home,For-Profit,164,No,Yes,Yes,Yes,No,Not provided
3029,Hillel Lodge (The Bess and Moe Greenberg Family),10 Nadolny Sachs Private,Ottawa,K2A 4G7,127909071,-75.75280905,45.37622044,(613) 728-3900,(613) 728-6550,https://www.hillel-ltc.com,Champlain,Champlain,Ted Cohen,The Ottawa Jewish Home For The Aged,Not provided,Long-Term Care Home,CHFA,121,No,Yes,Yes,Yes,No,Not provided
M539,Hillsdale Estates,590 Oshawa Blvd. North,Oshawa,L1G 5T9,127909072,-78.86330054,43.91383985,(905) 579-1777,(905) 579-3911,Not provided,Central East,Central East,Ms Gina Peragine,Regional Municipality Of Durham,Not provided,Long-Term Care Home,MHFA,300,No,Yes,Yes,Yes,No,Not provided
M630,Hillsdale Terraces,600 Oshawa Blvd. North,Oshawa,L1G 5T9,127909073,-78.86453894,43.91499295,(905) 579-3313,(905) 579-4420,http://www.durham.ca,Central East,Central East,Mr John Rankin,Regional Municipality Of Durham,Not provided,Long-Term Care Home,MHFA,200,No,Yes,Yes,Yes,No,Not provided
1975,Hillside Manor,R. R. #5,Stratford,N5A 6S6,127909074,-80.98212727,43.37146166,(519) 393-5132,(519) 393-5130,http://www.reveraliving.com/long-term-care/locations/hillside-manor,South West,South West,Ms Trudy Gibson,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,90,No,Yes,Yes,Yes,No,Not provided
2645,Hilltop Manor Nursing Home (Merrickville),1005 St Lawrence Street P.O. Box 430,Merrickville,K0G 1N0,127909075,-75.83453674,44.90917686,(613) 269-4707,(613) 269-3534,http://www.hilltopmanor.ca,South East,South East,Mr Jim Parsons,Hilltop Manor Nursing Home,Not provided,Long-Term Care Home,For-Profit,60,No,Yes,Yes,No,No,Not provided
2639,Hope Street Terrace,20 Hope Street South,Port Hope,L1A 2M8,127909077,-78.28841226,43.95455209,(905) 885-6367,(905) 885-6368,http://www.hopestreetterrace.ca,Central East,Central East,Ms Colleen Haley,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Not provided,Long-Term Care Home,For-Profit,97,Yes,Yes,No,Yes,No,Not provided
2716,Humber Valley Terrace,95 Humber College Blvd.,Toronto,M9V 5B5,127909079,-79.59650046,43.72716739,(416) 746-7466,(416) 740-5812,http://www.reveraliving.com/long-term-care/locations/humber-valley-terrace,Central West,Central West,Ms Marjorie Mossman,Humber Valley Terrace Operating Inc.,Not provided,Long-Term Care Home,For-Profit,158,No,Yes,Yes,Yes,No,Not provided
M631,Huron Lodge Long Term Care Home,1881 Cabana Road West,Windsor,N9G 1C7,127909080,-83.0237885,42.25319866,(519) 253-6060,(519) 977-8027,http://www.citywindsor.ca/residents/Huron-Lodge/Pages/Welcome-to-Huron-Lodge.aspx,Erie St. Clair,Erie St. Clair,Ms Alina Sirbu,Corporation Of The City Of Windsor,Not provided,Long-Term Care Home,MHFA,224,Yes,Yes,No,Yes,No,Not provided
M601,Huronlea Home for the Aged,820 Turnberry Street South,Brussels,N0G 1H0,127909081,-81.25635299,43.73845301,(519) 887-9267,(519) 887-9143,http://www.huroncounty.ca,South West,South West,Ms. Angela Steadman,Corporation Of The County Of Huron,Not provided,Long-Term Care Home,MHFA,64,No,Yes,Yes,No,No,Not provided
M541,Huronview Home for the Aged,77722A London Road R.R. #5,Clinton,N0M 1L0,127909082,-81.53130846,43.59818707,(519) 482-3451,(519) 482-5263,http://www.huroncounty.ca,South West,South West,Ms Connie Townsend,Corporation Of The County Of Huron,Not provided,Long-Term Care Home,MHFA,120,No,Yes,Yes,No,No,Not provided
3050,Hyland Crest,6 McPherson Street P.O. Box 30,Minden,K0M 2K0,127909083,-78.73058889,44.92500544,(705) 457-1392,(705) 457-2398,http://www.hhhs.ca,Central East,Central East,Ms April Decarlo,Haliburton Highlands Health Services Corporation,Not provided,Long-Term Care Home,MHFA,62,Yes,Yes,Yes,Yes,No,Not provided
2931,Idlewyld Manor,449 Sanatorium Road,Hamilton,L9C 2A7,127909084,-79.91485382,43.23618059,(905) 574-2000,(905) 574-0482,http://www.idlewyldmanor.com,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Susan Hastings,Idlewyld Manor,Not provided,Long-Term Care Home,Non-Profit,192,No,Yes,Yes,Yes,No,Not provided
2993,IOOF Seniors Home,10 Brooks Street,Barrie,L4N 5L3,127909087,-79.68748245,44.36861659,(705) 728-2389,(705) 728-6024,http://www.ioof.com,North Simcoe Muskoka,North Simcoe Muskoka,Mr. Garry C. Hopkins,Ioof Seniors Homes Inc.,Not provided,Long-Term Care Home,CHFA,188,Yes,Yes,Yes,No,No,Not provided
2724,Iroquois Lodge Nursing Home,1755 Chiefswood Road P.O. Box 309,Ohsweken,N0A 1M0,127909088,-80.11639657,43.07298395,(519) 445-2224,(519) 445-4180,Not provided,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Katie Gasparelli,Six Nations Of The Grand River,Not provided,Long-Term Care Home,Non-Profit,50,Yes,Yes,Yes,Yes,No,Not provided
3031,Isabel and Arthur Meighen Manor,155 Millwood Road,Toronto,M4S 1J6,127909089,-79.39253939,43.69999239,(416) 481-9449,(416) 481-8689,Not provided,Toronto Central,Toronto Central,Ms Julie Wong,The Governing Council Of The Salvation Army In Canada,Not provided,Long-Term Care Home,CHFA,168,No,Yes,Yes,Yes,No,Not provided
C530,Ivan Franko Home (Etobicoke),767 Royal York Road,Toronto,M8Y 2T3,127909090,-79.50673422,43.63770918,(416) 239-7364,(416) 239-5102,Not provided,Toronto Central,Toronto Central,Ms Olha Vovnysh,Ukrainian Home For The Aged,Not provided,Long-Term Care Home,CHFA,85,No,Yes,Yes,Yes,No,Not provided
M544,John Noble Home,97 Mount Pleasant Street,Brantford,N3T 1T5,127909091,-80.27606192,43.12595465,(519) 756-2920,(519) 756-7942,http://www.jnh.ca,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Donna Michaels,The John Noble Home,Not provided,Long-Term Care Home,MHFA,156,No,Yes,Yes,Yes,No,Not provided
7073,Kemptville District Hospital,2675 Concession Road P. O. Bag 2007,Kemptville,K0G 1J0,127909092,-75.64182969,45.00980349,(613) 258-6133,(613) 258-7853,Not provided,Champlain,Champlain,Ms Cathy Burke,Kemptville District Hospital,Not provided,Long-Term Care Home,CHFA,12,Yes,Yes,Yes,Yes,No,Not provided
2654,Kennedy Lodge,1400 Kennedy Road,Toronto,M1P 4V6,127909093,-79.28056536,43.76261591,(416) 752-8282,(416) 752-0645,http://www.reveraliving.com/long-term-care/locations/kennedy-lodge,Central East,Central East,Grace Campo,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,289,Yes,Yes,Yes,Yes,No,Not provided
893,Kentwood Park,2 Ontario Street,Prince Edward,K0K 2T0,127909095,-77.14847139,44.00243845,(613) 476-5671,(613) 476-3986,http://www.omniway.ca/ourhomes/kentwood.htm,South East,South East,Ms Tina Cole,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,Not provided,Long-Term Care Home,For-Profit,45,No,Yes,Yes,Yes,No,Not provided
1866,Kilean Lodge,83 Main Street East,Grimsby,L3M 1N6,127909096,-79.5554707,43.1912015,(905) 945-9243,(905) 945-1126,http://www.reveraliving.com/long-term-care/locations/kilean-lodge,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Lisa Sargent,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,50,Yes,Yes,Yes,Yes,No,Not provided
2113,King City Lodge Nursing Home,146 Fog Road,King City,L7B 1A3,127909799,-79.55072777,43.97205853,(905) 833-5037,(905) 833-5925,http://www.kingcitylodge.com,Central,Central,Sukhwinder Palial,Poranganel Holdings Limited,Not provided,Long-Term Care Home,For-Profit,36,No,Yes,Yes,Yes,No,Not provided
901,King Nursing Home,49 Sterne Street,Caledon,L7E 1B9,127909800,-79.73066021,43.87419951,(905) 857-4117,(905) 857-5181,Not provided,Central West,Central West,Mrs Janice L. King,King Nursing Home Limited,Not provided,Long-Term Care Home,For-Profit,86,Yes,Yes,Yes,Yes,No,Not provided
2726,Kingsway Lodge Nursing Home,310 Queen Street East R.R. #6,Saint Marys,N4X 1C8,127909801,-81.135444,43.25960523,(519) 284-2921,(519) 284-4468,http://www.kingswaylodge.com,South West,South West,Ms Theresa Wakem,Kingsway Nursing Homes Limited,Not provided,Long-Term Care Home,For-Profit,63,Yes,Yes,Yes,No,No,Not provided
M545,Kipling Acres,2233 Kipling Avenue,Toronto,M9W 4L3,127909802,-79.57339205,43.72573649,(416) 392-2300,(416) 392-3360,http://www.toronto.ca/ltc/kiplingacres.htm,Central West,Central West,Mr Robert Petrushewsky,Toronto Long-term Care Homes And Services,Not provided,Long-Term Care Home,MHFA,337,Yes,Yes,Yes,Yes,No,Not provided
2996,Knollcrest Lodge,50 William Street,Milverton,N0K 1M0,127909803,-80.92059826,43.5710198,(519) 595-8121,(519) 595-8199,http://www.knollcrestlodge.com,South West,South West,Ms Jackie Yost,Knollcrest Lodge,Not provided,Long-Term Care Home,CHFA,78,Yes,Yes,Yes,No,No,Not provided
2997,Kristus Darzs Latvian Home,11290 Pine Valley Drive,Vaughan,L4L 1A6,127909804,-79.59579197,43.87155581,(905) 832-3300,(905) 832-2029,Not provided,Central,Central,Ms Lauma Stikuts,Kristus Darzs Latvian Home,Not provided,Long-Term Care Home,CHFA,100,Yes,Yes,No,No,No,Not provided
2860,Labdara Lithuanian Nursing Home,5 Resurrection Road,Toronto,M9A 5G1,127909805,-79.53079323,43.64410108,(416) 232-2112,(416) 232-0511,http://www.labdara.ca,Mississauga Halton,Mississauga Halton,Ms Laura Puteris,Labdara Foundation,Assured Care Consulting Inc.,Long-Term Care Home,Non-Profit,90,No,Yes,Yes,No,No,Not provided
2875,Lady Dunn Health Centre (Wawa),17 Government Road P.O. Box 179,Wawa,P0S 1K0,127909806,-84.77207399,48.0008679,(705) 856-2335,(705) 856-7533,http://ldhc.com/,North East,North East,Ms Kadean Ogilvie-Pinter,Lady Dunn Health Centre,Not provided,Long-Term Care Home,Non-Profit,16,Yes,Yes,Yes,Yes,No,Not provided
2958,Lakeland Long Term Care Services,6 Albert Street,Parry Sound,P2A 3A4,127909808,-80.01701545,45.34103954,(705) 746-9667,(705) 773-4637,http://www.lakelandltc.com,North East,North East,Mr Steve White (A),Lakeland Long Term Care Services Corporation,Not provided,Long-Term Care Home,Non-Profit,90,No,Yes,No,No,No,Not provided
M595,Lakeshore Lodge,3197 Lakeshore Blvd. West,Toronto,M8V 3X5,127909809,-79.51845192,43.59720807,(416) 392-9400,(416) 392-9401,http://www.toronto.ca/ltc,Toronto Central,Toronto Central,Ms Ranjit Calay,Toronto Long-term Care Homes And Services,Not provided,Long-Term Care Home,MHFA,150,No,Yes,Yes,Yes,No,Not provided
2929,Lakeside Long Term Care Centre,150 Dunn Avenue,Toronto,M6K 2R6,127909810,-79.4332445,43.63650998,(416) 533-2828,(416) 533-1984,http://www.torontorehab.on.ca/patientcare/longterm/index.htm,Toronto Central,Toronto Central,Ms Rachelle Cuaresma-Canlas,Toronto Rehabilitation Institute,Extendicare (Canada) Inc.,Long-Term Care Home,Non-Profit,128,Yes,Yes,Yes,Yes,No,Not provided
M546,Lakeview Manor,133 Main Street P.O. Box 514,Beaverton,L0K 1A0,127909811,-79.16356248,44.42746893,(705) 426-7388,(705) 426-4218,http://ltc.region.durham.on.ca,Central East,Central East,Mr Michael Macdonald,Regional Municipality Of Durham,Not provided,Long-Term Care Home,MHFA,149,Yes,Yes,Yes,Yes,No,Not provided
M547,Lambton Meadowview Villa,3958 Petrolia Line R. R. #4,Petrolia,N0N 1R0,127909812,-82.16481939,42.88447752,(519) 882-1470,(519) 882-1633,http://www.lambtononline.com/public_reports,Erie St. Clair,Erie St. Clair,Dulcie Lindo,The Corporation Of The County Of Lambton,Not provided,Long-Term Care Home,MHFA,125,No,Yes,Yes,No,No,Not provided
M548,Lanark Lodge,"115 Christie Lake Road, R. R. #4 Lot 27, Concession 2",Perth,K7H 3C6,127909814,-76.27207328,44.90397124,(613) 267-4225,(613) 264-2668,http://www.lanarkcounty.ca,South East,South East,Ms Jennie Bingley,The Corporation Of The County Of Lanark,Not provided,Long-Term Care Home,MHFA,163,Yes,Yes,Yes,Yes,No,Not provided
2907,Langstaff Square Care Community,170 Red Maple Road,Richmond Hill,L4B 4T8,127909815,-79.42478011,43.84481562,(905) 731-2273,(905) 731-2274,http://www.leisureworld.ca/,Central,Central,Ms Deniese Johnson,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,Not provided,Long-Term Care Home,For-Profit,160,No,Yes,Yes,Yes,No,Not provided
2358,LaPointe-Fisher Nursing Home,271 Metcalfe Street,Guelph,N1E 4Y8,127909816,-80.25748415,43.56346063,(519) 821-9030,(519) 821-6021,http://guelph.lapointefisher.ca/,Waterloo Wellington,Waterloo Wellington,Ms Dahlia Burt-Gerrans,"Lapointe-fisher Nursing Home, Limited",Not provided,Long-Term Care Home,For-Profit,92,No,Yes,Yes,Yes,No,Not provided
2835,Leacock Care Centre,25 Museum Drive,Orillia,L3V 7T9,127909817,-79.39492247,44.60659145,(705) 325-9181,(705) 325-5179,http://www.jarlette.com/index.php,North Simcoe Muskoka,North Simcoe Muskoka,Ms Vittoria Trainer,Orillia Long Term Care Centre Inc.,Not provided,Long-Term Care Home,For-Profit,145,Yes,Yes,Yes,Yes,No,Not provided
3035,Leamington Mennonite Home Long Term Care Residence,35 Pickwick Drive,Leamington,N8H 4T5,127909818,-82.59059065,42.04373355,(519) 326-6109,(519) 326-3595,Not provided,Erie St. Clair,Erie St. Clair,Ms Linda Tiessen,The Leamington United Mennonite Home And Apartments,Not provided,Long-Term Care Home,CHFA,84,No,Yes,Yes,No,No,Not provided
M549,Lee Manor Home,875 Sixth Street East,Owen Sound,N4K 5W5,127909819,-80.92749566,44.56073487,(519) 376-4420,(519) 371-5406,Not provided,South West,South West,Ms Renate Cowan,Corporation Of The County Of Grey,Not provided,Long-Term Care Home,MHFA,150,No,Yes,Yes,No,No,Not provided
M551,Linhaven,403 Ontario Street,St. Catharines,L2N 1L5,127909821,-79.26632701,43.18350871,(905) 934-3364,(905) 934-6975,http://www.regional.niagara.on.ca/living/seniors/facilities.aspx,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Cindy Perrodou,The Regional Municipality Of Niagara,Not provided,Long-Term Care Home,MHFA,248,Yes,Yes,Yes,Yes,No,Not provided
2845,Longfields Manor,330 Beatrice Drive,Ottawa,K2J 5A5,127909822,-75.72981324,45.28025703,(613) 823-8999,(613) 823-8624,http://www.reveraliving.com/long-term-care/locations/longfields-manor,Champlain,Champlain,Ms Tracy Hall-Konink,Axr Operating (National) Lp,Not provided,Long-Term Care Home,For-Profit,114,No,Yes,Yes,Yes,No,Not provided
M552,Macassa Lodge,701 Upper Sherman Avenue,Hamilton,L8V 3M7,127909823,-79.84866969,43.22566789,(905) 546-2800,(905) 546-4989,https://www.hamilton.ca/social-services/long-term-care/macassa-lodge,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms. Holly Odoardi (A),City Of Hamilton,Not provided,Long-Term Care Home,MHFA,270,No,Yes,Yes,Yes,No,Not provided
2825,Mackenzie Health Long Term Care Facility,10 Trench Street,Richmond Hill,L4C 4Z3,127909824,-79.45080842,43.87044552,(905) 883-2442,(905) 883-2441,Not provided,Central,Central,Mr Andre Barros,Mackenzie Health,Universalcare Canada Inc.,Long-Term Care Home,Non-Profit,168,No,Yes,Yes,Yes,No,Not provided
2611,MacKenzie Place,52 George Street,Newmarket,L3Y 4V3,127909825,-79.47891345,44.05747825,(905) 853-3242,(905) 895-5139,http://www.reveraliving.com/long-term-care/locations/mackenzie-place,Central,Central,Ms Yvonne Carvalho,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,93,No,Yes,Yes,Yes,No,Not provided
2589,Main Street Terrace,77 Main Street,Toronto,M4E 2V6,127909827,-79.29859486,43.68160089,(416) 690-3001,(416) 690-6866,http://www.reveraliving.com/long-term-care/locations/main-street-terrace,Toronto Central,Toronto Central,Ms Judith Jackson,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,150,Yes,Yes,Yes,Yes,No,Not provided
965,Maitland Manor,290 South Street,Goderich,N7A 4G6,127909828,-81.71189603,43.73313299,(519) 524-7324,(519) 524-8739,http://www.maitlandmanor.ca,South West,South West,Ms Tanya Adams,Grosvenor Health Care Partnership (No. 3),Extendicare (Canada) Inc.,Long-Term Care Home,For-Profit,91,Yes,Yes,Yes,Yes,No,Not provided
M618,Malton Village Long Term Care Centre,7075 Rexwood Road,Mississauga,L4T 4M1,127909829,-79.62436797,43.71847099,(905) 823-6700,(905) 823-2410,http://www.peelregion.ca/ltc/malton/index.htm,Central West,Central West,Ms Jessica Altenor,The Regional Municipality Of Peel,Not provided,Long-Term Care Home,MHFA,160,No,Yes,Yes,Yes,No,Not provided
M553,Manitoulin Centennial Manor Home for the Aged,70 Robinson Street Postal Bag 460,Little Current,P0P 1K0,127909830,-81.93648533,45.98388745,(705) 368-2710,(705) 368-2694,Not provided,North East,North East,Ms Tamara Beam,Manitoulin Centennial Manor Home For The Aged Board Of Management,Extendicare (Canada) Inc.,Long-Term Care Home,MHFA,60,No,Yes,No,No,No,Not provided
2667,Manitoulin Lodge,3 Main Street P. O. Box 648,Gore Bay,P0P 1H0,127909831,-82.46561599,45.91388081,(705) 282-2007,(705) 282-3422,http://www.jarlette.com,North East,North East,Ms Susan Farren,584482 Ontario Inc.,Not provided,Long-Term Care Home,For-Profit,61,Yes,Yes,Yes,Yes,No,Not provided
2911,Maple Grove Care Community,215 Sunny Meadow Blvd.,Brampton,L6R 3B5,127909833,-79.75482651,43.75770359,(905) 458-7604,(905) 458-3235,http://www.siennaliving.ca/,Central West,Central West,Ms Michele Mackenzie,2063415 Ontario Limited As General Partner Of 2063415 Investment Lp,Not provided,Long-Term Care Home,For-Profit,160,No,Yes,Yes,Yes,No,Not provided
1049,Maple Manor Nursing Home,73 Bidwell Street,Tillsonburg,N4G 3T8,127909834,-80.72991604,42.86005398,(519) 842-3563,(519) 842-3038,http://www.maplemanor.ca,South West,South West,Mr George Kaniuk,Maplewood Nursing Home Limited,Not provided,Long-Term Care Home,For-Profit,106,No,Yes,Yes,Yes,No,Not provided
2891,Maple Park Lodge,6 Hagey Avenue,Fort Erie,L2A 5M5,127909835,-78.92271647,42.91044567,(905) 994-0224,(905) 994-8628,http://www.conmedhealth.com,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Carole Jukosky,1365853 Ontario Limited,Not provided,Long-Term Care Home,For-Profit,96,No,Yes,Yes,Yes,No,Not provided
2690,Maple View,1029-4Th Avenue West,Owen Sound,N4K 4W1,127909836,-80.94905287,44.56742727,(519) 376-2522,(519) 376-3110,http://www.retirementresidencesreit.com/homes/12/,South West,South West,Ms Tracee Givens,"Cvh (No. 3) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Not provided,Long-Term Care Home,For-Profit,29,No,Yes,Yes,Yes,No,Not provided
M554,Maple View Lodge,"746 County Road, 42 East P.O. Box 100",Athens,K0E 1B0,127909837,-75.93144075,44.63453741,(613) 924-2696,(613) 924-2123,Not provided,South East,South East,Ms Tracy Jordan,United Counties Of Leeds And Grenville,Not provided,Long-Term Care Home,MHFA,60,No,Yes,Yes,No,No,Not provided
2408,Maple Villa Long Term Care Centre,441 Maple Avenue,Burlington,L7S 1L8,127909838,-79.80255229,43.32010881,(905) 639-2264,(905) 639-3034,http://www.maplevilla.ca,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Mrs Barbara Goetz,Dallov Holdings Limited,Not provided,Long-Term Care Home,For-Profit,93,No,Yes,Yes,Yes,No,Not provided
2717,Maplewood,12 Maplewood Avenue Box 249,Brighton,K0K 1H0,127909839,-77.74441769,44.03966123,(613) 475-2442,(613) 475-4445,http://www.omni-way.com/ourhomes/maplewood.htm,South East,South East,Ms Rachel Corkey,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,Not provided,Long-Term Care Home,For-Profit,49,No,Yes,Yes,Yes,No,Not provided
2702,Marianhill Nursing Home,600 Cecelia Street,Pembroke,K8A 7Z3,127909840,-77.10391224,45.81486646,(613) 735-6838,(613) 732-3934,http://www.marianhill.ca,Champlain,Champlain,Ms Linda M. Tracey,Marianhill Inc.,Not provided,Long-Term Care Home,Non-Profit,139,Yes,Yes,Yes,Yes,No,Not provided
2619,Mariann Home,9915 Yonge Street,Richmond Hill,L4C 1V1,127909841,-79.43615382,43.86920542,(905) 884-9276,(905) 884-1800,http://www.mariannhome.com,Central,Central,Mr Bernard Boreland,Mariann Nursing Home And Residence,Not provided,Long-Term Care Home,Non-Profit,64,No,Yes,Yes,Yes,No,Not provided
M613,Marshall Gowland Manor,749 Devine Street,Sarnia,N7T 1X3,127909843,-82.38446497,42.96398802,(519) 336-3720,(519) 336-3734,http://www.lambtononline.ca,Erie St. Clair,Erie St. Clair,Ms Carla Alway,The Corporation Of The County Of Lambton,Not provided,Long-Term Care Home,MHFA,126,No,Yes,Yes,No,No,Not provided
2780,Mauno Kaihla Koti,723 North Street,Sault Ste. Marie,P6B 6G8,127909844,-84.33693206,46.5396603,(705) 945-9987,(705) 945-1217,http://ontariofinnishresthome.ca/,North East,North East,Mr Paul Belair,The Ontario-finnish Resthome Association,Not provided,Long-Term Care Home,Non-Profit,63,Yes,Yes,Yes,No,No,Not provided
3000,Maxville Manor,80 Mechanic Street West,Maxville,K0C 1T0,127909845,-74.86345225,45.28414947,(613) 527-2170,(613) 527-3103,http://www.maxvillemanor.ca/,Champlain,Champlain,Mr Bernard Bouchard,Maxville Manor,Not provided,Long-Term Care Home,CHFA,122,Yes,Yes,Yes,No,No,Not provided
2211,Maynard Nursing Home,28 Halton Street,Toronto,M6J 1R3,127909846,-79.4191781,43.64880028,(416) 533-5198,(416) 533-3531,http://www.maynardnursinghome.com,Toronto Central,Toronto Central,Julie Music,Schlegel Villages Inc,Not provided,Long-Term Care Home,For-Profit,77,No,Yes,Yes,Yes,No,Not provided
7086,McCall Centre Long Term Care Interim Unit,140 SHERWAY DRIVE,Toronto,M9C 1A4,127909847,-79.56200674,43.61003187,(416) 259-2573,(416) 521-4088,http://mccallcentre.ca/,Mississauga Halton,Mississauga Halton,Ms. Lisa Romaniello,The Credit Valley Hospital & Trillium Health Cntr,Extendicare (Canada) Inc.,Long-Term Care Home,For-Profit,21,No,Yes,No,Yes,No,Not provided
2965,McCormick Home,2022 Kains Road,London,N6K 0A8,127909848,-81.35418055,42.96883177,(519) 432-2648,(519) 645-6982,http://www.mccormickcaregroup.ca,South West,South West,Ms Tanya Pol,The Women's Christian Association Of London,Not provided,Long-Term Care Home,Non-Profit,160,Yes,Yes,Yes,Yes,No,Not provided
2964,McGarrell Place,355 McGarrell Drive,London,N6G 0B1,127909849,-81.29614003,43.02382958,(519) 672-0500,(519) 472-7987,http://www.reveraliving.com/long-term-care/locations/mcgarrell-place,South West,South West,Ms Lynn Mellows,Axr Operating (National) Lp,Not provided,Long-Term Care Home,For-Profit,157,No,Yes,Yes,Yes,No,Not provided
2685,Meadow Park Nursing Home (Chatham),110 Sandys Street,Chatham-Kent,N7L 4X3,127909851,-82.19884906,42.40704373,(519) 351-1330,(519) 351-7933,http://www.jarlette.com,Erie St. Clair,Erie St. Clair,Ms Anne-Marie Rumble,Meadow Park (Chatham) Inc.,Not provided,Long-Term Care Home,For-Profit,99,Yes,Yes,Yes,Yes,No,Not provided
2612,Meaford Long Term Care - a peopleCare Community,135 William Street,Meaford,N4L 1T4,127909852,-80.60054206,44.61168509,(519) 538-1010,(519) 538-5699,http://www.meafordlongtermcare.com,South West,South West,Mr Paul Rektor,Meaford Nursing Home Limited,Not provided,Long-Term Care Home,For-Profit,77,Yes,Yes,Yes,Yes,No,Not provided
3016,Mennonite Brethren Senior Citizens Home,1 Tabor Drive,St. Catharines,L2N 1V9,127909853,-79.2335379,43.18884871,(905) 934-2548,(905) 934-6467,Not provided,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Christine Leonard,Mennonite Brethren Senior Citizens Home,Not provided,Long-Term Care Home,CHFA,82,Yes,Yes,Yes,No,No,Not provided
